Case_ID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Approved_Flag
990010,12.0,9.0,3.0,1.0,1.0,0.083,0.083,0.25,0.75,3.0,4.0,0.25,0.333,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,7.0,113.0,3.0,73.0,8.0,5.0,3.0,30.0,30.0,2.0,3.0,1.0,30.0,30.0,0.0,0.0,102.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,299.0,3.0,0.0,0.0,Married,SSC,52.0,F,14000.0,240.0,0.25,0.333,0.906,-99999.0,0.0,0.887,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,others,PL,
990011,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.75,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,94.0,7.0,59.0,12.0,8.0,5.0,89.0,29.0,0.0,4.0,4.0,0.0,89.0,4.0,4.0,30.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,3.0,0.0,0.0,Married,PROFESSIONAL,25.0,F,12000.0,23.0,1.0,0.0,1.032,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,23.108,0.0,1.0,HL,AL,
990012,3.0,1.0,2.0,2.0,1.0,0.667,0.333,0.667,0.333,3.0,1.0,1.0,0.333,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,6.0,75.0,8.0,8.0,1.0,15.0,15.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,3.0,1.0,0.0,Married,SSC,30.0,M,22500.0,113.0,0.667,0.667,0.522,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,others,ConsumerLoan,
990013,2.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,87.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,1.0,0.0,0.0,Married,GRADUATE,46.0,M,25000.0,122.0,1.0,0.5,0.513,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.844,0.0,0.0,others,others,
990014,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,24.0,446.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,0.0,0.0,0.0,Married,GRADUATE,26.0,M,80000.0,155.0,0.5,0.0,0.214,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.297,0.0,0.0,ConsumerLoan,others,
990015,6.0,2.0,4.0,1.0,0.0,0.167,0.0,0.667,0.333,1.0,0.0,0.167,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,59.0,6.0,77.0,35.0,3.0,26.0,87.0,60.0,2.0,6.0,4.0,57.0,57.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,666.0,0.0,0.0,0.0,Married,SSC,45.0,F,20000.0,76.0,0.667,1.0,0.266,-99999.0,0.0,0.157,1.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,PL,others,
990016,5.0,0.0,5.0,4.0,0.0,0.8,0.0,1.0,0.0,4.0,0.0,0.8,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,70.0,3.0,70.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,1.0,Married,12TH,36.0,M,20000.0,245.0,1.0,1.0,0.995,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,7.265,0.0,0.0,ConsumerLoan,others,
990017,22.0,17.0,5.0,1.0,0.0,0.045,0.0,0.227,0.773,2.0,1.0,0.091,0.045,0.0,3.0,0.0,0.0,11.0,0.0,1.0,21.0,1.0,7.0,156.0,6.0,70.0,29.0,8.0,9.0,27.0,26.0,0.0,3.0,3.0,0.0,27.0,0.0,0.0,43.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,897.0,0.0,0.0,0.0,Married,SSC,43.0,M,20000.0,326.0,0.227,0.5,0.311,-99999.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.25,1.0,0.0,AL,others,
990018,5.0,2.0,3.0,1.0,0.0,0.2,0.0,0.6,0.4,1.0,1.0,0.2,0.2,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,37.0,4.0,59.0,21.0,20.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,56.0,2.0,2.0,1.0,Married,12TH,27.0,M,20000.0,61.0,0.6,1.0,0.403,-99999.0,0.0,0.431,1.0,1.0,0.0,1.0,0.0,2.361,0.0,0.0,PL,ConsumerLoan,
990019,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,60.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,1.0,Single,12TH,23.0,M,43000.0,129.0,1.0,1.0,0.71,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.468,0.0,0.0,ConsumerLoan,others,
990020,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,15.0,194.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,0.0,Married,SSC,48.0,M,21000.0,135.0,1.0,0.0,0.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,1.548,0.0,0.0,others,others,
990021,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.167,0.833,5.0,5.0,0.833,0.833,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,12.0,8.0,53.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,2.0,5.0,3.0,0.0,2.0,12.0,11.0,4.0,2.0,Single,GRADUATE,21.0,M,30000.0,53.0,0.167,0.0,0.383,0.383,1.0,-99999.0,1.0,0.0,0.4,0.0,0.4,1.0,0.0,0.0,others,PL,
990022,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.75,0.25,2.0,1.0,0.5,0.25,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,44.0,7.0,38.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,3.0,4.0,8.0,8.0,6.0,5.0,Single,GRADUATE,43.0,M,35000.0,107.0,0.75,0.0,0.891,-99999.0,0.0,0.951,1.0,0.75,0.0,0.6,0.0,6.163,0.0,0.0,PL,PL,
990023,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,1.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,7.0,88.0,12.0,120.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,693.0,0.0,0.0,0.0,Married,UNDER GRADUATE,29.0,M,32500.0,63.0,0.3,0.0,0.907,-99999.0,0.0,0.741,1.0,0.0,0.0,0.0,0.0,9.231,0.0,0.0,PL,others,
990024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,97.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,Married,GRADUATE,21.0,F,33000.0,36.0,1.0,0.0,0.333,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,ConsumerLoan,PL,
990025,8.0,3.0,5.0,3.0,2.0,0.375,0.25,0.625,0.375,5.0,2.0,0.625,0.25,0.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,7.0,0.0,21.0,5.0,67.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,2.0,3.0,41.0,6.0,4.0,1.0,Single,12TH,31.0,M,70000.0,92.0,0.625,0.6,0.754,-99999.0,0.0,0.942,1.0,0.667,0.0,0.5,0.0,1.953,0.0,0.0,ConsumerLoan,ConsumerLoan,
990026,4.0,2.0,2.0,0.0,1.0,0.0,0.25,0.5,0.5,0.0,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,70.0,28.0,114.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,0.0,0.0,0.0,Married,12TH,36.0,M,25000.0,81.0,0.5,0.0,0.19,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,others,ConsumerLoan,
990027,4.0,1.0,3.0,3.0,0.0,0.75,0.0,0.75,0.25,3.0,1.0,0.75,0.25,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,16.0,2.0,63.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,2.0,13.0,7.0,7.0,5.0,Married,12TH,39.0,M,30000.0,80.0,0.75,1.0,0.685,-99999.0,0.0,-99999.0,0.0,1.0,0.0,1.0,0.0,1.54,0.0,0.0,PL,ConsumerLoan,
990028,12.0,6.0,6.0,5.0,5.0,0.417,0.417,0.5,0.5,8.0,5.0,0.667,0.417,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,12.0,7.0,33.0,3.0,62.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,Single,SSC,24.0,M,20000.0,14.0,0.5,0.625,0.609,-99999.0,0.0,0.556,1.0,1.0,0.0,0.333,0.0,11.518,0.0,0.0,ConsumerLoan,ConsumerLoan,
990029,2.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,6.0,66.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,9.0,8.0,6.0,Married,GRADUATE,34.0,F,38000.0,102.0,1.0,1.0,0.377,-99999.0,0.0,-99999.0,0.0,1.0,0.0,1.0,0.0,0.576,0.0,0.0,ConsumerLoan,others,
990030,10.0,6.0,4.0,8.0,4.0,0.8,0.4,0.4,0.6,10.0,6.0,1.0,0.6,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,9.0,2.0,8.0,3.0,62.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,1.0,1.0,17.0,11.0,17.0,11.0,33.0,26.0,10.0,Single,UNDER GRADUATE,29.0,M,18000.0,51.0,0.4,0.8,0.741,-99999.0,0.0,1.0,1.0,0.647,1.0,0.647,0.5,3.408,0.0,0.0,ConsumerLoan,CC,
990031,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.143,0.857,0.0,1.0,0.0,0.143,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,4.0,43.0,13.0,81.0,32.0,23.0,14.0,289.0,28.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,30.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,Single,GRADUATE,25.0,M,15000.0,60.0,0.143,0.0,0.99,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,2.267,1.0,0.0,others,ConsumerLoan,
990032,5.0,1.0,4.0,2.0,0.0,0.4,0.0,0.8,0.2,4.0,0.0,0.8,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,27.0,2.0,33.0,2.0,1.0,2.0,33.0,3.0,2.0,2.0,0.0,33.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,6.0,4.0,6.0,1.0,1.0,1.0,5.0,12.0,8.0,8.0,Married,GRADUATE,38.0,M,38000.0,185.0,0.8,0.5,0.765,0.947,1.0,-99999.0,0.0,1.0,0.667,1.0,0.667,8.05,1.0,0.0,others,CC,
990033,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.857,0.143,4.0,0.0,0.571,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,60.0,8.0,45.0,6.0,6.0,1.0,26.0,26.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0,49.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,322.0,4.0,0.0,0.0,Married,UNDER GRADUATE,29.0,M,35000.0,150.0,0.857,0.0,0.868,0.0,1.0,-99999.0,0.0,0.0,0.0,0.0,0.0,6.829,1.0,0.0,CC,AL,
990034,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.667,0.333,1.0,0.0,0.333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,64.0,9.0,41.0,22.0,22.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,265.0,1.0,0.0,0.0,Single,SSC,29.0,M,35000.0,120.0,0.667,0.0,0.552,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.608,0.0,0.0,PL,others,
