Case_ID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Approved_Flag
11,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,10,10,116,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,1,1,Married,UNDER GRADUATE,24,M,12000,71,1.0,0.0,0.101,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,1.916,0,0,ConsumerLoan,ConsumerLoan,P2
12,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,2,0,0,0,0,2,0,8,5,37,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,7,7,2,9,8,6,Married,OTHERS,35,M,27000,125,0.5,0.5,0.571,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,0.481,0,0,PL,ConsumerLoan,P4
13,8,5,3,1,2,0.125,0.25,0.375,0.625,5,3,0.625,0.375,0,0,0,4,0,0,1,0,8,3,33,6,56,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,61,2,1,1,Single,SSC,25,M,18000,71,0.375,0.2,0.702,-99999.0,0,0.806,1,0.0,0.0,0.0,0.0,7.11,0,0,ConsumerLoan,ConsumerLoan,P2
14,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,1,0,0,0,1,1,0,9,5,65,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,1,1,25,8,7,4,Single,GRADUATE,24,M,50000,250,1.0,0.5,0.689,-99999.0,0,-99999.0,0,1.0,0.0,0.5,0.0,1.118,0,0,ConsumerLoan,PL,P4
15,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,13,13,53,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,419,0,0,0,Married,SSC,49,F,35000,215,1.0,0.0,0.449,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,0,0,others,others,P2
16,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,30,30,177,4,4,1,23,23,1,1,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,38,F,25000,191,1.0,0.0,0.0,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,0,0,others,others,P2
17,10,4,6,4,0,0.4,0.0,0.6,0.4,4,0,0.4,0.0,2,0,0,3,0,2,0,2,8,5,47,2,60,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,45,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,165,1,1,0,Married,GRADUATE,30,F,24680,126,0.6,1.0,0.644,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,1.649,0,1,others,HL,P2
18,13,9,4,2,2,0.154,0.154,0.308,0.692,2,2,0.154,0.154,2,0,0,0,11,0,0,11,2,2,47,4,87,17,9,11,42,16,0,3,3,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,18,4,4,2,Married,12TH,49,M,30000,127,0.308,1.0,0.723,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,13.5,1,0,ConsumerLoan,others,P3
19,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,1,0,0,2,0,0,3,0,0,49,12,63,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,11,4,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,728,0,0,0,Married,GRADUATE,27,M,25000,66,0.667,0.0,0.623,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,1,0,others,others,P1
20,9,5,4,1,0,0.111,0.0,0.444,0.556,2,1,0.222,0.111,1,2,0,1,4,0,0,7,2,2,116,2,49,27,20,8,41,4,0,0,0,0,0,4,0,48,8,21,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,54,1,1,1,Married,12TH,47,M,40000,143,0.444,0.5,0.019,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,0.935,1,0,others,others,P2
21,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,23,23,74,16,6,11,24,12,0,6,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,6,3,2,2,Married,GRADUATE,36,M,48000,176,1.0,0.0,0.169,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,0,0,ConsumerLoan,others,P4
22,29,21,8,0,0,0.0,0.0,0.276,0.724,1,1,0.034,0.034,0,0,1,3,24,0,0,24,5,1,59,11,90,35,1,26,82,21,2,7,5,33,33,10,1,10,5,10,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,18,1,1,1,Married,SSC,36,M,45000,68,0.276,0.0,0.356,0.867,1,-99999.0,0,0.0,0.0,0.0,0.0,2.14,1,0,ConsumerLoan,ConsumerLoan,P2
23,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5,98,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,4,6,5,4,1,Married,UNDER GRADUATE,40,M,10000,37,1.0,1.0,0.833,-99999.0,0,-99999.0,0,0.75,0.0,0.75,0.0,0.9,0,0,ConsumerLoan,PL,P4
24,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,1,0,0,0,1,1,1,110,2,3005,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,59,2,2,2,Married,GRADUATE,34,F,16000,68,1.0,1.0,0.611,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,0.938,0,0,others,PL,P2
25,10,9,1,1,0,0.1,0.0,0.1,0.9,1,1,0.1,0.1,0,0,0,1,9,0,0,9,1,0,52,5,117,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,150,2,2,0,Married,GRADUATE,27,M,61000,64,0.1,1.0,0.6,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,0.221,1,0,PL,PL,P2
26,3,2,1,0,0,0.0,0.0,0.333,0.667,1,1,0.333,0.333,0,1,0,0,0,0,2,1,2,0,88,11,147,6,3,4,29,29,3,4,1,29,29,0,0,32,2,8,0,0,0,0,0,0,0,0,0,29,6,0,0,0,5,0,1,334,1,0,0,Married,12TH,48,M,41599,186,0.333,0.0,0.9,-99999.0,0,0.9,1,0.0,0.0,0.0,0.0,15.866,0,0,PL,others,P1
27,8,4,4,1,0,0.125,0.0,0.5,0.5,2,1,0.25,0.125,0,0,0,3,2,0,1,2,6,2,33,3,44,14,14,1,25,25,0,0,0,0,0,0,0,20,4,8,0,0,0,0,0,0,0,0,0,25,4,0,0,0,2,0,0,102,1,1,0,Married,UNDER GRADUATE,41,M,45000,129,0.5,0.5,0.589,-99999.0,0,0.477,1,0.0,0.0,0.0,0.0,2.488,1,0,ConsumerLoan,ConsumerLoan,P2
28,5,1,4,2,0,0.4,0.0,0.8,0.2,4,0,0.8,0.0,2,3,0,0,0,0,0,5,0,2,147,2,61,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,24,6,5,4,Married,GRADUATE,33,M,23000,38,0.8,0.5,1.03,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,-99999.0,0,0,ConsumerLoan,others,P2
29,11,9,2,0,0,0.0,0.0,0.182,0.818,1,1,0.091,0.091,0,1,0,3,0,2,2,3,8,3,197,8,59,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,53,4,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,32,2,1,1,Married,12TH,58,M,25000,127,0.182,0.0,0.624,-99999.0,0,0.873,1,0.0,0.0,0.0,0.0,12.2,0,1,others,HL,P1
30,7,6,1,0,0,0.0,0.0,0.143,0.857,0,0,0.0,0.0,1,0,0,0,6,0,0,7,0,1,32,20,385,11,11,1,30,30,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,43,M,20000,135,0.143,0.0,0.877,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,1,0,others,others,P2
31,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,9,9,90,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,1,2,1,2,10,4,2,1,Single,GRADUATE,24,M,30000,98,1.0,0.0,0.952,-99999.0,0,-99999.0,0,0.5,0.0,0.5,0.0,11.667,0,0,ConsumerLoan,others,P2
32,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,10,10,73,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,304,1,0,0,Single,OTHERS,25,M,23000,126,1.0,0.0,0.721,-99999.0,0,0.721,1,0.0,0.0,0.0,0.0,3.217,0,0,others,others,P2
33,8,5,3,0,1,0.0,0.125,0.375,0.625,2,2,0.25,0.25,1,0,0,0,1,0,3,1,7,4,109,8,83,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,88,14,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,152,2,1,0,Married,UNDER GRADUATE,55,F,31000,310,0.375,0.0,0.567,-99999.0,0,0.531,1,0.0,0.0,0.0,0.0,10.258,1,0,ConsumerLoan,PL,P1
34,12,4,8,2,3,0.167,0.25,0.667,0.333,5,4,0.417,0.333,0,2,3,3,0,0,3,2,10,1,19,1,23,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,1,2,24,5,8,2,16,9,6,Single,GRADUATE,34,M,59000,33,0.667,0.4,0.874,0.93,1,0.937,1,0.625,0.5,0.208,0.143,16.433,0,0,ConsumerLoan,others,P4
35,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,0,0,1,0,1,1,1,9,6,45,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,320,2,0,0,Married,12TH,27,M,19500,69,1.0,0.5,0.947,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,2.564,0,1,others,others,P2
36,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,14,14,187,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,427,0,0,0,Married,12TH,35,M,15000,96,0.0,0.0,0.0,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,0,0,PL,PL,P2
37,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,0,0,0,0,1,1,2,20,6,220,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,18,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,130,2,1,0,Single,12TH,25,M,15000,185,1.0,1.0,1.297,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,7.4,0,0,PL,others,P2
38,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,2,2,0,1,0,0,0,2,1,0,7,2,50,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,4,4,22,10,9,5,Single,12TH,27,M,25000,24,1.0,0.667,0.926,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,1.68,0,0,PL,others,P4
39,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,1,0,1,0,0,1,1,2,0,123,8,93,24,20,3,25,25,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,0,0,0,25,8,0,0,0,2,0,1,256,3,0,0,Married,SSC,53,F,26000,278,1.0,0.0,0.775,-99999.0,0,0.906,1,0.0,0.0,0.0,0.0,19.926,0,0,PL,others,P2
40,2,2,0,0,2,0.0,1.0,0.0,1.0,2,2,1.0,1.0,0,0,0,1,1,0,0,1,1,0,11,10,109,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,1,1,Married,SSC,33,M,18000,60,0.0,0.0,0.0,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,1,0,ConsumerLoan,others,P3
41,3,2,1,1,0,0.333,0.0,0.333,0.667,1,0,0.333,0.0,0,0,0,0,1,0,0,3,0,2,58,4,69,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,54,8,6,1,Married,12TH,34,M,15000,74,0.333,1.0,0.971,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,1,0,others,others,P2
42,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5,39,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,2,1,Single,GRADUATE,22,M,15000,14,1.0,1.0,0.584,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,1.613,0,0,ConsumerLoan,others,P3
43,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,1,0,0,0,1,1,0,9,4,51,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,2,48,3,2,1,Single,SSC,26,M,45000,64,1.0,0.5,0.837,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,0.383,0,0,PL,others,P3
44,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,1,0,0,2,0,0,0,0,2,0,9,3,180,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,4,13,7,6,5,Married,GRADUATE,26,M,22000,125,0.5,0.5,1.0,-99999.0,0,-99999.0,0,0.75,0.0,0.75,0.0,1.045,0,0,PL,PL,P3
45,10,6,4,0,0,0.0,0.0,0.4,0.6,2,0,0.2,0.0,1,2,0,2,4,0,1,7,3,1,103,8,56,33,5,3,67,67,1,1,0,24,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,263,2,0,0,Married,12TH,31,M,12800,118,0.4,0.0,0.57,-99999.0,0,0.698,1,0.0,0.0,0.0,0.0,8.434,1,0,others,HL,P2
46,16,9,7,5,2,0.312,0.125,0.438,0.562,5,2,0.312,0.125,0,0,3,10,0,0,0,0,16,3,93,4,20,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,1435,0,0,0,Married,GRADUATE,30,M,52000,78,0.438,1.0,0.358,0.315,1,-99999.0,0,0.0,0.0,0.0,0.0,6.089,0,0,ConsumerLoan,CC,P1
47,7,1,6,2,1,0.286,0.143,0.857,0.143,4,1,0.571,0.143,1,2,0,5,0,0,0,2,5,0,56,2,74,13,10,4,26,11,0,2,2,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,1,1,1,147,2,1,0,Married,SSC,59,M,45000,130,0.857,0.5,0.389,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,2.753,0,0,PL,others,P2
48,11,2,9,7,1,0.636,0.091,0.818,0.182,11,2,1.0,0.182,5,0,0,7,1,0,0,1,10,3,10,2,61,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1,3,21,10,4,4,Married,GRADUATE,32,M,22000,53,0.818,0.636,0.447,-99999.0,0,-99999.0,0,0.333,0.0,0.333,0.0,4.756,1,0,PL,others,P4
49,21,14,7,4,0,0.19,0.0,0.333,0.667,5,0,0.238,0.0,4,1,0,3,16,0,0,17,4,1,58,2,78,31,31,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,2,0,2,134,4,1,0,Married,UNDER GRADUATE,46,M,30000,66,0.333,0.8,0.903,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,1.44,1,0,ConsumerLoan,others,P4
50,3,2,1,0,1,0.0,0.333,0.333,0.667,0,1,0.0,0.333,0,1,0,0,0,0,2,1,2,0,90,29,118,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,20,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,109,1,1,0,Married,SSC,55,M,21,234,0.333,0.0,0.59,-99999.0,0,0.59,1,0.0,0.0,0.0,0.0,11904.762,0,0,ConsumerLoan,others,P2
51,4,4,0,1,1,0.25,0.25,0.0,1.0,1,1,0.25,0.25,0,0,0,0,0,0,0,4,0,4,43,6,109,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10,1,1,1,Married,OTHERS,51,M,20000,367,0.0,1.0,0.0,-99999.0,0,-99999.0,0,1.0,0.0,1.0,0.0,-99999.0,0,0,PL,PL,P2
52,10,6,4,0,0,0.0,0.0,0.4,0.6,1,1,0.1,0.1,0,0,5,2,0,2,1,2,8,0,218,12,32,35,27,9,900,900,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,900,21,9,1,2,3,0,1,36,4,2,2,Married,GRADUATE,42,M,30000,365,0.4,0.0,0.929,0.122,1,-99999.0,1,0.0,0.5,0.0,0.111,4.189,0,1,CC,ConsumerLoan,P1
53,2,2,0,0,2,0.0,1.0,0.0,1.0,1,2,0.5,1.0,0,0,0,2,0,0,0,0,2,0,21,12,124,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,1,1,Married,GRADUATE,49,M,25000,65,0.0,0.0,0.0,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,0,0,ConsumerLoan,ConsumerLoan,P2
54,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,2,0,0,0,0,0,2,0,7,2,59,5,5,1,3,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,3,2,2,2,Single,12TH,22,M,100000,53,1.0,0.5,0.974,0.974,1,-99999.0,0,0.0,1.0,0.0,1.0,0.454,0,0,ConsumerLoan,CC,P2
